name,website,investor_count,funding_count,funding_last_type,funding_last_date,valuation_date,revenue_year,funding_total_numeric_millions,funding_last_numeric_millions,valuation_numeric_millions,revenue_total_numeric_millions
Space Forge,https://spaceforge.com,20,11,Seed VC - III,2024-06-18,,,22.75,13.0,,
OpenPath,https://openpath.com,12,4,Acquired,2021-07-13,,,63.0,13.0,,
AiSDR,https://aisdr.com,11,3,Seed VC - II,2023-11-28,,,2.96,2.96,,
CarbonCloud,https://carboncloud.com,5,4,Series A,2023-02-17,,,13.59,8.0,,
Virion Therapeutics,https://viriontx.com,8,3,Debt,2019-11-04,,,10.67,5.67,,
Qogita,https://qogita.com,6,3,Series B,2022-05-11,,,87.27,84.27,,
Verkada,https://verkada.com,11,8,Series D - II,2023-10-10,2022-09,,444.64,100.0,3200.0,
Merama,https://merama.io,17,6,Line of Credit,2024-04-24,2021-12,,525.0,80.0,1200.0,
Lightbits Labs,https://lightbitslabs.com,12,6,Incubator/Accelerator,2023-03-27,,,102.0,13.0,,
MDaaS Global,https://mdaas.io,14,8,Seed VC - II,2024-03-06,,,6.58,3.0,,
Synapse,https://synapse.com,1,5,Acquired,2016-06-16,,,26.0,13.0,,
LaunchDarkly,https://launchdarkly.com,29,7,Series D,2021-08-10,2020-01,,330.34,200.0,800.0,
Olive,https://olive.app,7,4,Convertible Note,2023-09-11,,,1.03,0.15,,
prooV,https://proov.io,7,4,Merger,2021-07-23,,,21.0,13.0,,
Yotpo,https://yotpo.com,22,11,Secondary Market,2023-10-01,2021-03,2021,436.0,1.0,1400.0,100.0
Kira Learning,https://kira-learning.com,3,3,Series A,2023-05-08,,,22.5,15.0,,
Bliq,https://bliq.ai,9,3,Unattributed VC,2024-01-01,,,18.5,2.5,,
Cubbit,https://cubbit.io,26,13,Series B,2024-07-16,,,21.55,12.5,,
SOLV,https://solvezy.com,2,2,Series A,2022-06-27,,,40.0,40.0,,
Paladin,https://joinpaladin.com,19,8,Convertible Note,2024-04-08,,,12.52,0.65,,
Atlas Metrics,https://atlasmetrics.io,17,6,Series A,2024-09-30,,,19.35,13.62,,
Ceresa,https://ceresa.com,8,4,Seed - III,2024-01-03,,,13.64,8.89,,
EasySend,https://easysend.pl,1,5,Corporate Majority,2023-11-29,,,26.0,13.0,,
MindLabs,https://wearemindlabs.com,10,2,Seed VC - II,2021-10-07,,,5.32,3.5,,
YugaByte,https://yugabyte.com,11,6,Series C,2021-10-28,,,290.0,188.0,,
Alinea,https://alineacostconsulting.com,1,5,Acquired,2023-02-06,,,26.0,13.0,,
Subtle Medical,https://subtlemedical.com,26,15,Grant - V,2024-09-04,,,24.48,13.0,,
Unikey Technologies,https://unikey.com,14,11,Debt - III,2022-05-24,,,19.92,2.0,,
Reserv,https://reserv.sg,1,5,Incubator/Accelerator,,,,26.0,13.0,,
Wasteless,https://wasteless.co,7,6,Incubator/Accelerator,2019-07-04,,,2.57,13.0,,
Sabanto,https://sabantoag.com,8,2,Series A - II,2022-11-04,,,17.0,13.0,,
Goodr,https://goodr.co,21,10,Debt,2022-06-28,,,11.52,0.3,,
Dyno Therapeutics,https://dynotx.com,9,3,Series A,2021-05-06,,,109.0,100.0,,
CookUnity,https://cookunity.com,18,11,Series D,2023-04-27,,,124.95,47.0,,
Windfall Bio,https://windfall.bio,15,2,Series A,2024-04-08,,,37.0,28.0,,
Invert Robotics,https://invertrobotics.com,11,6,Unattributed VC - II,2023-12-07,,,16.75,2.69,,
Cervest,https://cervest.earth,10,5,Bankrupt/Admin,2023-06-28,,,34.79,13.0,,
Barkyn,https://barkyn.com,8,5,Series A - II,2021-04-28,,,11.1,3.6,,
DSCVR,https://dscvr.one,6,1,Seed VC,2022-07-25,,,9.0,9.0,,
Fairplay,https://getfairplay.com,12,5,Series A - II,2023-04-24,,,143.6,8.6,,
Knockri,https://knockri.com,8,4,Seed VC - II,2022-01-01,,,2.15,13.0,,
Eppo,https://geteppo.com,5,4,Series B,2024-08-20,,,47.5,28.0,,
Obsess,https://obsessar.com,13,10,Seed - II,2022-11-10,,,14.33,13.0,,
Sortium,https://sortium.ai,7,3,Seed - II,2023-10-11,,,12.01,4.0,,
Wyvern,https://wyvern.space,17,10,Grant - II,2024-07-03,,,15.48,0.33,,
MEMORY,https://memory-inc.com,2,1,Seed VC,2018-07-20,,,0.88,0.88,,
RWDC Industries,https://rwdc-industries.com,12,6,Convertible Note,2024-06-05,,,263.82,13.0,,
DoControl,https://docontrol.io,6,4,Incubator/Accelerator,2023-06-07,,,43.0,13.0,,
N5 Sensors,https://n5sensors.com,10,13,Seed VC,2023-06-15,,,6.96,2.5,,
Glowforge,https://glowforge.com,11,8,Series E - II,2023-05-17,,,105.27,20.0,,
Eion,https://eion.tech,1,5,Seed VC,,,,26.0,13.0,,
Zolve,https://zolve.com,14,3,Debt,2023-10-11,2021-10,,55.0,13.0,210.0,
Sunday,https://getsunday.com,6,6,Angel,2023-01-17,,,82.66,0.16,,
Givingli,https://givingli.com,4,3,Series A,2022-09-06,,,14.15,10.0,,
Blank Street,https://blankstreet.com,10,6,Series B,2023-03-16,,,118.43,38.72,,
SGNL,https://sgnl.ai,8,4,Incubator/Accelerator,2024-05-16,,,22.0,13.0,,
Hoopo,https://hoopo.tech,11,7,Incubator/Accelerator - II,2022-11-13,,,15.0,13.0,,
Exo,https://exoinc.com,1,5,Recap,2020-07-15,,,26.0,13.0,,
PayShepherd,https://payshepherd.com,5,3,Seed VC - II,2024-02-01,,,8.15,5.15,,
Mindtech,https://mindtech.global,4,3,Seed VC - II,2022-03-08,,,7.45,3.7,,
Aurora Solar,https://aurorasolar.com,9,7,Series D,2022-02-28,2021-05,,520.4,200.0,2000.0,
Bolt Labs,https://boltlabs.io,5,2,Corporate Minority,2022-05-02,,,10.5,9.0,,
Heartseed,https://heartseed.jp,20,6,IPO,2024-07-30,,,84.51,10.06,,
NetSpring,https://netspring.io,4,3,Acquired,2024-09-30,,,13.0,13.0,,
Spekit,https://spekit.com,10,6,Series B,2022-01-06,,,60.25,45.0,,
Solugen,https://solugen.com,26,13,Loan - II,2024-06-13,2022-10,,856.67,213.6,2000.0,
Synctera,https://synctera.com,18,4,Series A - III,2024-03-04,,,79.0,18.6,,
Maze Therapeutics,https://mazetx.com,15,4,Series C,2022-01-10,,,381.0,190.0,,
Vira,https://vira.health,10,2,Series A,2022-03-15,,,14.11,12.02,,
Espresa,https://espresa.com,9,7,Series A - II,2023-08-25,,,34.61,23.0,,
AgroStar,https://corporate.agrostar.in,13,8,Series F,2023-04-06,,,161.8,40.0,,
Coralogix,https://coralogix.com,16,11,Series D,2022-06-01,,2021,238.27,142.0,,15.0
Farmless,https://farmless.com,19,2,Seed VC,2023-12-04,,,6.5,5.19,,
Happy Returns,https://happyreturns.com,21,8,Acquired - II,2023-10-25,2017-12,,26.52,13.0,55.0,
Beacon,https://flybeacon.com,3,2,Dead,2016-04-15,,,7.5,13.0,,
Woltair,https://woltair.cz,8,5,Series A - II,2023-06-07,,,42.06,21.92,,
ZenHR,https://zenhr.com,4,3,Unattributed VC - II,2023-02-01,,,10.0,13.0,,
Kandji,https://kandji.io,16,9,Series D,2024-07-17,2021-11,,288.69,100.0,800.0,
Outfund,https://out.fund,6,3,Debt,2022-04-27,,,193.9,125.71,,
Digitt,https://digitt.com,9,5,Debt,2024-07-23,2022-08,,54.2,50.0,2.38,
Aviron Interactive,https://avironactive.com,14,6,Series A,2022-02-23,,,23.13,18.5,,
zkPass,https://zkpass.org,9,1,Seed VC,2023-08-03,,,2.5,2.5,,
Planet42,https://planet42.com,13,10,Unattributed,2024-03-11,,,158.4,13.0,,
Kin,https://kin.com,31,13,Series D - IV,2024-01-31,2023-09,,453.09,15.0,1000.0,
Paack,https://paack.co,23,11,Series D - III,2024-02-09,,,368.51,10.78,,
GrowerIQ,https://groweriq.ca,7,3,Seed VC - II,2023-12-01,,,3.04,13.0,,
Goomer,https://goomer.com.br,3,2,Series A,2021-05-21,,,3.51,2.8,,
Landa,https://landa.app,5,3,Series A,2022-02-08,,,33.0,25.0,,
Skydio,https://skydio.com,18,9,Corporate Minority,2024-05-07,2023-02,,638.69,64.69,2200.0,
Cortica,https://cortica.com,4,5,Series C,2014-03-10,,,37.4,20.0,,
My 1st Years,https://my1styears.com,2,2,Series A,2017-01-17,,,8.66,6.19,,
Autotalks,https://auto-talks.com,16,8,Corporate Minority - III,2021-11-23,2019-05,,95.0,10.0,300.0,
Natrion,https://natrion.co,11,11,Incubator/Accelerator - IV,2024-09-10,,,5.55,13.0,,
Neurovalens,https://neurovalens.com,13,9,Unattributed,2024-04-08,,,19.28,2.65,,
SwissDeCode,https://swissdecode.com,9,8,Unattributed VC,2021-01-25,,,7.24,4.18,,
Brevel,https://,1,5,Grant,2019-12-06,,,26.0,13.0,,
Kili Technology,https://kili-technology.com,9,3,Series A,2021-07-27,,,32.0,25.0,,
Moneybox,https://moneyboxapp.com,10,11,Angel - II,2022-05-13,2020-07,,129.13,7.64,194.51,
Artemest,https://artemest.com,13,6,Series C,2022-05-03,,,27.34,15.8,,
Augmedics,https://augmedics.com,13,7,Series D,2023-06-27,,,143.28,82.5,,
GrainChain,https://grainchain.io,6,6,Series B,2023-02-16,,,39.7,19.0,,
Infinium,https://infiniummetals.com,2,7,Debt,2020-07-30,,,11.99,0.23,,
Stockal,https://stockal.com,20,6,Series A,2022-04-15,,,13.6,9.0,,
Figma,https://figma.com,37,10,Secondary Market,2024-05-29,2021-06,2021,333.6,415.75,10000.0,210.0
Huupe,https://huupe.com,14,6,Series B,2024-09-09,,,26.86,15.58,,
Kencko,https://kencko.com,16,6,Seed VC - III,2023-03-27,,,13.97,0.15,,
Ancera,https://ancera.com,6,7,Debt - III,2017-08-07,,,12.04,0.77,,
Sudo Biosciences,https://sudobio.com,12,3,Series B - II,2024-02-13,,,183.0,30.0,,
Lendflow,https://lendflow.com,12,6,Incubator/Accelerator - II,2024-05-02,,,10.93,13.0,,
Rewst,https://rewst.io,9,6,Series C,2024-08-08,,,105.0,45.0,,
Calyxo,https://calyxo.com,1,5,Acquired,2018-07-09,,,26.0,13.0,,
Mysa,https://onemysa.com,1,5,Other Investors,,,,26.0,13.0,,
Squint,https://squint.ai,2,2,Series A,2023-11-29,,,19.0,13.0,,
Livance,https://livance.com.br,8,4,Series B,2023-11-28,2021-07,,27.08,13.37,23.79,
Floship,https://floship.com,3,5,Unattributed VC,2023-06-14,,,26.0,13.0,,
Procol,https://procol.io,19,5,Series A - II,2022-09-13,,,17.7,6.4,,
Flowspace,https://flow.space,11,6,Series B,2021-03-16,,,46.52,31.0,,
Astranis,https://astranis.com,38,13,Series D - II,2024-07-24,2023-04,,762.57,200.0,1600.0,
Paddle,https://paddle.com,10,7,Series D,2022-05-09,,,292.76,13.0,,
Scorpion Therapeutics,https://scorpiontx.com,20,4,Series C,2024-07-16,,,444.68,150.0,,
Amount,https://amount.com,14,7,Series E,2024-08-15,2021-05,,253.2,30.0,1000.0,
Birdie,https://ptchk.ru,1,1,Angel,2018-04-04,,,0.05,0.05,,
Trellis Research,https://trellis.law,10,5,Series B,2023-08-22,,,35.62,15.0,,
Prometeo,https://,2,2,Corporate Minority,2019-12-04,,,0.2,13.0,,
Verdagy,https://verdagy.com,16,3,Grant,2024-03-14,,,137.6,39.6,,
Checkfront,https://checkfront.com,26,3,Merger,2023-06-01,,,7.94,13.0,,
DustPhotonics,https://dustphotonics.com,8,5,Series B - IV,2024-02-21,,,96.0,24.0,,
Chronosphere,https://chronosphere.io,12,7,Incubator/Accelerator,2024-04-19,2023-01,,370.34,13.0,1600.0,
Vizion,https://vizionapi.com,11,4,Series A,2022-07-18,,,18.45,14.0,,
ActivTrak,https://activtrak.com,2,2,Series B,2020-11-17,,,70.0,50.0,,
OpsLevel,https://opslevel.com,9,3,Series A,2022-03-01,,,20.0,15.0,,
Highlight,https://highlig.ht,12,3,Acq - Talent,2016-07-14,,,4.0,13.0,,
Flowhub,https://flowhub.com,11,5,Series B,2021-10-12,,,42.5,19.0,,
OpenAI,https://openai.com,39,13,Line of Credit,2024-10-03,2024-10,2024,24100.0,4000.0,157000.0,2700.0
Centivax,https://centivax.com,4,3,Seed VC,2022-11-16,,,10.99,10.0,,
Castle,https://entercastle.com,4,2,Seed VC,2016-05-10,,,2.12,2.0,,
Rwazi,https://rwazi.com,7,4,Incubator/Accelerator,2024-04-04,,,4.32,13.0,,
Pulumi,https://pulumi.com,5,4,Series C,2023-10-03,,,98.5,41.0,,
Allstacks,https://allstacks.com,22,9,Series A - II,2024-08-20,,2021,31.44,10.0,,1.5
Datch,https://datch.io,16,12,Series A - II,2024-08-07,,,31.27,15.0,,
Clarify Health,https://clarifyhealth.com,12,8,Series D,2022-04-05,2018-09,,389.94,150.0,157.0,
Alkymi,https://alkymi.io,8,6,Series A,2022-10-06,,,26.0,21.0,,
Salvia BioElectronics,https://salviabioelectronics.com,9,5,Incubator/Accelerator,2024-05-29,,,33.93,13.0,,
Doxel,https://doxel.ai,4,3,Series B,2021-08-11,,,44.5,40.0,,
Dash Water,https://dash-water.com,10,3,Series A,2023-01-23,2022-01,,12.79,8.0,40.56,
Upswing,https://upswing.io,12,10,Debt,2023-06-28,,,17.1,1.09,,
Begin,https://begin.com,2,5,Seed VC - II,2016-04-08,,,26.0,13.0,,
Sunflower Therapeutics,https://sunflowertx.com,3,5,Convertible Note,2024-05-24,,,19.71,2.0,,
Growsari,https://growsari.com,11,4,Private Equity,2024-08-05,,,96.5,5.0,,
Remotebase,https://remotebase.com,5,2,Seed VC - II,2022-10-27,,,3.5,2.1,,
Clubbi,https://clubbi.com.br,9,6,Series A - II,2024-07-01,2021-12,,19.56,2.51,11.5,
Propseller,https://propseller.com,17,4,Series A,2022-08-30,,,14.08,12.0,,
Burrow,https://letsburrow.com,1,1,Seed VC,2017-09-20,,,1.2,1.2,,
ClinOne,https://clinone.com,11,9,Acquired,2024-09-17,,,9.7,13.0,,
taika,https://taika.co,2,1,Seed VC,2020-05-13,,,2.7,2.7,,
Sionna Therapeutics,https://sionnatx.com,12,6,Series C - II,2024-07-16,2024-03,,293.0,13.0,482.0,
Lexly,https://lexly.tech,1,5,Grant,2020-11-05,,,26.0,13.0,,
NexHealth,https://nexhealth.com,31,8,Series C,2022-04-21,2021-06,2021,177.36,125.0,431.0,8.0
Otis AI,https://meetotis.com,16,4,Seed VC - II,2023-09-07,2022-01,,2.65,13.0,13.5,
Uolo,https://theuolo.com,10,5,Series A,2022-12-08,,,25.48,13.0,,
Energetic Insurance,https://energeticinsurance.com,12,8,Series A,2021-09-27,,,13.95,7.0,,
TRANZACT,https://tranzact.net,8,5,Acq - Fin - III,2024-10-01,2019-03,,26.0,13.0,1400.0,
Harvey,https://goharvey.com,5,4,Dead,2017-03-22,,,22.47,13.0,,
PlayPlay,https://playplay.com,6,4,Series B,2022-02-15,,,65.86,55.0,,
Templafy,https://templafy.com,10,8,Debt,2022-07-29,,2019,210.63,75.0,,13.74
Carbon-12 Labs,https://carbon.money,6,2,Convertible Note,2020-01-01,,,2.5,0.5,,
Innowatts,https://innowatts.com,9,6,Grant,2023-09-12,,,25.75,0.05,,
Ciba Health,https://cibahealth.com,8,7,Incubator/Accelerator - IV,2024-04-04,,,10.8,13.0,,
Hysata,https://hysata.com,22,6,Series B,2024-05-08,,,171.31,111.3,,
BuildOut,https://buildout.com,2,3,Series B,2020-07-21,,,8.3,13.0,,
HiveWatch,https://hivewatch.com,8,2,Series A,2021-10-26,,,25.0,20.0,,
Softwheel,https://softwheel.technology,4,3,Series C,2018-08-20,,,35.0,25.0,,
AccioJob,https://acciojob.com,3,3,Seed - III,2023-09-09,,,3.03,2.71,,
Anzen,https://anzen.finance,9,1,Seed VC,2024-05-28,,,4.0,4.0,,
Transcelestial,https://transcelestial.com,21,9,Series A - III,2023-01-24,2020-07,,23.5,10.0,40.0,
Bounce,https://bounceinc.com.au,1,1,Private Equity,2022-04-18,,,14.71,14.71,,
Virtuix,https://virtuix.com,14,14,Convertible Note,2023-03-17,2021-05,,45.65,1.02,65.0,
Oro Labs,https://orolabs.ai,5,2,Series B,2023-11-01,,,59.0,34.0,,
ApplyBoard,https://applyboard.com,22,11,Line of Credit,2024-04-01,2021-06,,553.54,73.63,3200.0,
Haus,https://haus-app.com,2,2,Incubator/Accelerator,2017-11-16,,,0.05,13.0,,
Progcap,https://progcap.com,12,7,Series C - III,2022-10-17,2022-06,,102.39,13.0,600.0,
Veryable,https://veryableops.com,4,4,Series A,2021-08-10,,,34.28,31.9,,
Akiba Digital,https://akibadigital.com,12,7,Incubator/Accelerator - III,2022-03-28,,,1.31,13.0,,
QuSecure,https://qusecure.com,5,5,Incubator/Accelerator - II,2023-07-28,,,2.17,13.0,,
AdTonos,https://adtonos.com,5,2,Seed VC,2022-08-29,,,2.5,2.0,,
ImCheck Therapeutics,https://imchecktherapeutics.com,19,6,Grant,2024-08-29,,,208.41,22.38,,
Doppel,https://doppel.com,16,2,Series A,2024-01-02,,,23.85,18.85,,
Inventa,https://inventa.shop,18,6,Series B - II,2022-12-01,2022-04,,80.4,13.0,70.0,
Etleap,https://etleap.com,4,2,Seed - II,2018-04-25,,,3.12,1.5,,
SmarterDx,https://smarterdx.com,5,3,Series B,2024-05-14,,,71.0,50.0,,
BetterUp,https://betterup.com,25,6,Series E,2021-10-08,2021-02,,566.9,300.0,1730.0,
Venatorx Pharmaceuticals,https://venatorx.com,9,9,Debt,2023-02-27,,,120.62,15.0,,
Lessen,https://lessen.com,9,5,Debt,2023-01-12,2021-11,,1169.0,963.52,1000.0,
RepeatMD,https://repeatmd.com,5,3,Loan,2023-11-27,,,54.21,10.0,,
FarMart,https://farmart.co,12,9,Debt,2024-05-29,2022-03,,47.28,2.88,150.0,
Jirnexu,https://jirnexu.com,13,7,Corporate Minority,2024-06-29,,,29.0,13.0,,
Nelumbo,https://nelumbo.io,11,4,Series A - II,2020-04-16,,,21.35,14.0,,
Tourlane,https://tourlane.com,8,6,Series C - II,2020-11-18,,,99.59,20.0,,
Lola,https://lolamx.com,1,5,Acquired,2017-12-15,,,26.0,13.0,,
Sakneen,https://sakneen.com,6,3,Seed VC,2021-02-08,,,1.38,1.1,,
Kabata,https://kabatafitness.com,15,2,Seed VC - II,2024-08-20,,,7.0,5.0,,
Orus,https://orus.eu,13,3,Series A,2023-10-10,,,16.69,11.6,,
Seabound,https://seabound.co,10,4,Convertible Note - II,2023-12-12,,,5.16,0.14,,
Rubedo,https://rubedolife.com,14,6,Series A,2024-04-22,,,53.45,40.0,,
MacStadium,https://macstadium.com,3,4,Debt,2017-06-13,,,4.0,3.0,,
Countingup,https://countingup.com,14,4,Series A,2021-03-04,,,21.36,12.73,,
Electra,https://go-electra.com,21,6,Series B,2024-01-15,,,551.6,332.79,,
Omnidian,https://omnidian.com,16,5,Series B - II,2023-10-26,,,85.1,25.0,,
SparkCharge,https://sparkcharge.io,17,19,Series B,2024-09-27,,,68.84,13.33,,
BlueDot,https://blue.tech,3,1,Series A,2016-03-14,,,10.1,10.1,,
Reltio,https://reltio.com,10,8,Secondary Market,2023-06-07,2021-11,,240.5,13.0,1700.0,
ManyChat,https://manychat.com,3,3,Series A,2019-04-29,,,19.13,18.0,,
Nectar,https://getnectar.com,6,3,Loan,2020-04-29,,,15.23,0.68,,
Canary Technologies,https://canarytechnologies.com,9,9,Series C,2024-06-12,,,95.8,50.0,,
MOLOCO,https://moloco.com,13,9,Secondary Market,2023-06-29,2023-06,,213.65,13.0,1527.02,
Vested Finance,https://vestedfinance.com,18,6,Series A,2022-04-05,,,19.35,12.0,,
Osmo,https://osmo.global,9,2,Dead,2020-07-17,,,0.5,13.0,,
Starling Bank,https://starlingbank.com,14,14,Shareholder Liquidity,2023-02-08,2023-02,,905.62,13.0,2688.83,
Graylog,https://graylog.org,14,8,Debt,2023-10-31,,,65.31,30.0,,
Trulioo,https://trulioo.com,12,9,Series D,2021-06-07,,,469.74,394.0,,
Epitel,https://epitel.com,9,3,Series A,2022-02-16,,,12.5,12.5,,
CodeCombat,https://codecombat.com,11,6,Unattributed VC,2020-09-28,,,9.13,0.33,,
We Are The Mighty,https://wearethemighty.com,1,5,Acquired,2022-06-02,,,5.28,13.0,,
Agoric,https://agoric.com,12,2,Series A,2021-05-01,,,4.0,13.0,,
Bionomous,https://bionomous.ch,10,10,Incubator/Accelerator - II,2023-12-18,,,4.45,13.0,,
Mazen Animal Health,https://mazenanimalhealth.com,16,7,Series A,2022-05-25,,,15.38,11.0,,
Arcadia Finance,https://arcadia.finance,1,5,Other Investors,,,,26.0,13.0,,
Spike,https://spikenow.com,8,3,Series A,2020-06-11,,,13.01,8.0,,
Adway,https://adwayusa.com,5,3,Seed VC - III,2021-07-21,,,9.2,6.0,,
Codasip,https://codasip.com,7,4,Grant,2019-06-05,,,12.5,13.0,,
dcbel,https://dcbel.energy,11,5,Grant,2024-01-09,,,149.5,52.0,,
Oishii,https://oishii.com,15,7,Series B - II,2024-05-10,,,199.25,13.0,,
Aigen,https://aigen.io,7,4,Series A,2023-10-12,,,18.86,12.0,,
Homeppl,https://homeppl.com,10,7,Seed VC - II,2021-09-08,,,4.04,1.4,,
Refine Intelligence,https://refineintelligence.com,5,2,Seed VC - II,2023-11-14,,,13.0,13.0,,
SecurityScorecard,https://securityscorecard.com,18,11,Grant,2022-07-19,,2021,290.95,0.05,,71.0
Laced,https://laced.com,6,2,Series A,2023-05-24,,,13.0,12.0,,
Outside,https://outsideapp.co,1,5,Incubator/Accelerator,2019-04-18,,,26.0,13.0,,
IxamBee,https://ixambee.com,11,8,Seed VC - II,2023-04-24,,,3.0,1.34,,
Realtime Robotics,https://rtr.ai,24,15,Series B,2024-05-28,,,66.26,13.0,,
91Squarefeet,https://91squarefeet.com,13,9,Series A,2022-09-13,2022-09,,17.0,10.0,30.5,
Faction,https://factioninc.com,11,19,Unattributed,2020-07-07,,,106.52,5.02,,
AVO,https://avoapp.com,1,1,Seed,2015-09-04,,,0.02,0.02,,
Intellect,https://intellect.co,23,9,Corporate Minority,2023-03-15,,,22.33,13.0,,
Legit Security,https://legitsecurity.com,4,3,Series B,2023-09-20,,,70.0,40.0,,
Ready Education,https://readyeducation.com,2,5,Seed VC,2023-06-29,,,26.0,13.0,,
ServiceTrade,https://servicetrade.com,4,5,Growth Equity - II,2021-12-06,,,135.42,85.0,,
Honey Homes,https://honeyhomes.com,11,3,Series A - II,2024-05-16,,,18.25,9.25,,
Sprig,https://,17,5,Dead,2017-05-26,2014-03,,56.7,13.0,31.0,
Merqueo,https://merqueo.com,13,5,Debt,2022-05-18,,,86.0,22.0,,
Bonusly,https://bonusly.com,6,6,Series B,2023-02-28,2015-11,,31.9,18.9,9.5,
Kaptyn,https://kaptyn.com,1,4,Unattributed,2022-11-04,,,33.83,10.0,,
Tribal,https://,9,2,Unattributed - II,2019-02-20,,,0.2,0.07,,
Metaplane,https://metaplane.dev,11,5,Series A - II,2024-05-15,,,22.2,13.0,,
CleanRobotics,https://cleanrobotics.com,11,12,Biz Plan Competition,2023-06-16,,,6.34,0.13,,
Digbi Health,https://digbihealth.com,10,9,Incubator/Accelerator - V,2023-12-05,,,5.45,13.0,,
Xurya,https://xurya.com,16,8,Series B,2024-07-01,,,88.0,55.0,,
Talos,https://talos.com,24,3,Series B,2022-05-10,,,145.0,105.0,,
Provectus Algae,https://provectusalgae.com,8,5,Incubator/Accelerator,2024-05-27,,,10.43,13.0,,
Rock Content,https://rockcontent.com,9,6,Series B,2021-10-25,,,35.11,30.0,,
Implicity,https://implicity.com,13,9,Seed,2024-07-15,,,28.57,13.0,,
Ocrolus,https://ocrolus.com,28,9,Series C - II,2023-02-15,2021-06,2021,136.91,10.46,500.0,20.0
Eradivir,https://eradivir.com,2,2,Series A,2024-09-23,,,10.51,10.25,,
Atlas Obscura,https://atlasobscura.com,24,6,Unattributed VC,2024-03-13,,,39.45,3.86,,
Passport,https://passportfintech.com,5,5,Seed VC,2021-09-15,,,26.0,13.0,,
Joko,https://joko.com,5,5,Series A,2020-10-08,,,13.56,11.75,,
WEGLOT,https://weglot.com,2,2,Series A,2022-03-24,,,50.51,50.0,,
Spline,https://spline.design,12,6,Series A,2024-08-13,2023-07,,41.16,10.0,55.0,
BrightSpec,https://brightspec.com,6,5,Series C,2022-12-14,,,24.35,18.4,,
Govly,https://govly.com,5,3,Series A,2023-11-02,,,13.26,13.13,,
CareerFoundry,https://careerfoundry.com,7,5,Unattributed VC,2022-12-14,,,11.42,5.33,,
DataCebo,https://datacebo.com,3,2,Seed VC,2023-08-18,,,11.5,8.5,,
Xceed,https://xceed.se,1,5,Acquired,2022-12-08,,,26.0,13.0,,
Overworld,https://overworld.games,10,3,Seed VC - II,2024-05-01,,,12.5,13.0,,
Patina,https://patinahealth.com,5,2,Series A,2021-10-26,,,57.0,57.0,,
Opus,https://opus.security,3,2,Incubator/Accelerator,2024-02-06,,,10.0,13.0,,
Sarvam AI,https://sarvam.ai,4,2,Incubator/Accelerator,2024-06-06,,,41.0,13.0,,
Augmentir,https://augmentir.com,7,6,Series B,2023-04-18,,,11.19,13.0,,
Cider Security,https://cidersecurity.io,3,3,Acquired,2022-11-17,,,38.0,13.0,,
Mesh Security,https://mesh.security,1,1,Seed VC,2022-08-10,,,4.5,4.5,,
SurgiBox,https://surgibox.com,5,8,Grant - II,2024-09-17,,,1.25,13.0,,
Kayhan Space,https://kayhan.space,13,8,Seed VC - III,2023-09-19,,,11.47,7.0,,
Hydrosat,https://hydrosat.com,17,10,Grant - II,2024-04-04,,,35.49,13.0,,
Aqemia,https://aqemia.com,7,7,Series A - II,2024-01-30,,,62.91,32.48,,
Loris,https://getloris.com,4,5,Biz Plan Competition,2022-11-01,,,0.42,13.0,,
Afterparty,https://afterparty.ai,24,5,Seed VC - III,2023-09-19,,,23.03,5.0,,
Corteria Pharmaceuticals,https://corteriapharma.com,7,2,Series A,2023-09-07,,,84.54,71.0,,
Array Labs,https://arraylabs.io,8,5,Pre-Seed,2022-10-25,,,5.5,5.0,,
CH4 Global,https://ch4global.com,4,4,Series B,2023-08-28,,,45.5,29.0,,
Cayena,https://cayena.com,22,5,Series B,2024-09-18,,,89.55,55.0,,
Dawaai,https://dawaai.pk,8,7,Convertible Note,2021-11-30,,,11.0,0.5,,
Elucidate,https://elucidate.co,10,4,Series A,2022-05-11,,,14.57,8.6,,
VUNO,https://vuno.co,13,11,IPO,2021-03-25,2020-07,,32.19,33.4,129.0,
Groq,https://groq.com,21,6,Series D - II,2024-07-12,2021-04,,1002.9999999999999,640.0,1000.0,
TreeFrog Therapeutics,https://treefrog.fr,13,8,Corporate Minority,2024-04-23,,,87.24,13.0,,
Auquan,https://auquan.com,6,5,Seed VC,2023-10-18,2022-08,,7.12,3.5,14.5,
Mill,https://mill.com,5,5,Series C,2023-09-12,,,26.0,13.0,,
Fleet Space Technologies,https://fleetspace.com,18,5,Series C,2023-05-24,2021-11,,70.68,32.89,126.0,
